																						
	Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	A56AF	BASUSDA_45	CV1	CV8	Cv1	DSM26508	SAM215	UFO-VIO
	group_3407	Peptide ABC transporter substrate-binding protein	Peptide ABC transporter substrate-binding protein	7	7	1	301	1252	266	1		1595	1595	1595	PAGBNG_03705	EADAOE_00228	MJAKFC_00759	PIBFPJ_02087		BLLDNB_02202	KCCMJC_03265	HCOCDN_03483
	mviM		Gfo/Idh/MocA family oxidoreductase	7	7	1	301	5709	53	5		1064	1064	1064	PAGBNG_03744	EADAOE_03569	MJAKFC_02456	PIBFPJ_01728	MDFDNN_02241	BLLDNB_01595		HCOCDN_03115
	group_343	D-alanyl-D-alanine dipeptidase	D-alanyl-D-alanine dipeptidase	7	7	1	301	2511	41	4		137	668	592	PAGBNG_04231	EADAOE_02562	MJAKFC_02381	PIBFPJ_00705	MDFDNN_03342	BLLDNB_02608		HCOCDN_02063
	bisC		CbbBc protein	7	7	1	301	1395	170	3		1268	2303	2086		EADAOE_00613	MJAKFC_00250	PIBFPJ_02400	MDFDNN_01396	BLLDNB_02809	KCCMJC_03180	HCOCDN_03978
	bioB		biotin synthase BioB	7	7	1	301	3878	321	1		983	983	983	PAGBNG_04090	EADAOE_03330	MJAKFC_00169	PIBFPJ_01489		BLLDNB_00761	KCCMJC_01216	HCOCDN_02877
	GIY-YIG domain-containing protein		GIY-YIG domain-containing protein	7	7	1	301	3887	300	1		299	299	299	PAGBNG_04100	EADAOE_03320	MJAKFC_00179	PIBFPJ_01479		BLLDNB_00771	KCCMJC_01226	HCOCDN_02867
	group_3541	histidine kinase	histidine kinase	7	7	1	301	2503	286	1		1262	1262	1262	PAGBNG_04225	EADAOE_02568	MJAKFC_02375	PIBFPJ_00711	MDFDNN_03334		KCCMJC_03701	HCOCDN_02069
	tssB		type VI secretion system contractile sheath small subunit	7	7	1	301	2413	1	823		515	515	515	PAGBNG_04264	EADAOE_02535	MJAKFC_03806		MDFDNN_02077	BLLDNB_02774	KCCMJC_03785	HCOCDN_02031
	tssC		type VI secretion system contractile sheath large subunit	7	7	1	301	2411	1	825		1478	1478	1478	PAGBNG_04265	EADAOE_02534	MJAKFC_03807		MDFDNN_02076	BLLDNB_02775	KCCMJC_03786	HCOCDN_02030
	group_3553	OmpA-like domain-containing protein	OmpA-like domain-containing protein	7	7	1	301	2409	1	827		446	446	446	PAGBNG_04267	EADAOE_02532	MJAKFC_03809		MDFDNN_02074	BLLDNB_02777	KCCMJC_03788	HCOCDN_02028
	rcnR		Transcriptional repressor rcnR	7	7	1	301	1969	107	3		275	275	275	PAGBNG_04280	EADAOE_02515	MJAKFC_03514	PIBFPJ_01897	MDFDNN_02057		KCCMJC_03404	HCOCDN_02009
	Endonuclease/exonuclease/phosphatase domain-containing protein		Endonuclease/exonuclease/phosphatase domain-containing protein	7	7	1	301	2759	3	204		749	749	749	PAGBNG_04367	EADAOE_01107	MJAKFC_03376	PIBFPJ_03077		BLLDNB_00980	KCCMJC_01020	HCOCDN_00672
	HypC/HybG/HupF family hydrogenase formation chaperone		HypC/HybG/HupF family hydrogenase formation chaperone	7	7	1	301	5122	3	16		242	242	242		EADAOE_00967	MJAKFC_01065	PIBFPJ_02842	MDFDNN_04605	BLLDNB_03324	KCCMJC_00454	HCOCDN_00921
	group_370	lysR	LysR family transcriptional regulator	7	7	1	301	5296	113	2		851	851	851	PAGBNG_00321	EADAOE_01051	MJAKFC_00631	PIBFPJ_03179		BLLDNB_00515	KCCMJC_00715	HCOCDN_00525
	group_378	Flagellar hook-length control protein-like C-terminal domain-containing protein	Flagellar hook-length control protein-like C-terminal domain-containing protein	7	7	1	301	6250	36	1		2429	2435	2432	PAGBNG_00554	EADAOE_01502	MJAKFC_00480	PIBFPJ_03554	MDFDNN_00285		KCCMJC_01161	HCOCDN_00276
	lptC		LPS export ABC transporter periplasmic protein LptC	7	7	1	301	6849	1098	1		569	569	569		EADAOE_01844	MJAKFC_02746	PIBFPJ_02553	MDFDNN_04167	BLLDNB_01193	KCCMJC_00122	HCOCDN_01390
	astD		succinylglutamate-semialdehyde dehydrogenase	7	7	1	301	1492	1074	2		185	1460	1277		EADAOE_00525	MJAKFC_01876	PIBFPJ_02307	MDFDNN_01483	BLLDNB_02899	KCCMJC_03093	HCOCDN_03881
	hisC		histidinol-phosphate transaminase	7	7	1	301	621	1082	1		1076	1076	1076		EADAOE_02780	MJAKFC_02162	PIBFPJ_00944	MDFDNN_03109	BLLDNB_02342	KCCMJC_00382	HCOCDN_02320
	bioD		dethiobiotin synthase	7	7	1	301	606	1045	1		641	641	641		EADAOE_02795	MJAKFC_02177	PIBFPJ_00959	MDFDNN_03094	BLLDNB_02327	KCCMJC_00397	HCOCDN_02335
	pspE		Sulfurtransferase	7	7	1	301	4310	1088	1		326	326	326		EADAOE_03130	MJAKFC_01603	PIBFPJ_01282	MDFDNN_02765	BLLDNB_03638	KCCMJC_01388	HCOCDN_02675
	group_3949	Sel1 repeat family protein	Sel1 repeat family protein	7	7	1	301	4074	1111	1		662	662	662		EADAOE_03229	MJAKFC_03049	PIBFPJ_01383	MDFDNN_02592	BLLDNB_01927	KCCMJC_03548	HCOCDN_02772
	group_395	Methyl-accepting chemotaxis protein	Methyl-accepting chemotaxis protein	7	7	1	301	2301	63	2		1610	1622	1620	PAGBNG_00991	EADAOE_04027	MJAKFC_00804	PIBFPJ_02041		BLLDNB_02156	KCCMJC_02240	HCOCDN_03392
	atu1564		ATP-binding protein	7	7	1	301	3285	146	2		875	890	884	PAGBNG_01079	EADAOE_02089	MJAKFC_01554	PIBFPJ_00325		BLLDNB_01699	KCCMJC_01700	HCOCDN_01659
	group_401	Transglutaminase	Transglutaminase	7	7	1	301	3185	217	2		1580	1928	1878	PAGBNG_01162	EADAOE_02232	MJAKFC_01473	PIBFPJ_00405		BLLDNB_01841	KCCMJC_01618	HCOCDN_01739
	group_408	Transmembrane protein	Transmembrane protein	7	7	1	301	1986	186	2		251	344	330	PAGBNG_01371	EADAOE_02489	MJAKFC_02123	PIBFPJ_00670	MDFDNN_03423		KCCMJC_03591	HCOCDN_01979
	group_4101	DUF1615 domain-containing protein	DUF1615 domain-containing protein	7	7	1	301	1340	45	8		1220	1226	1220	PAGBNG_02091	EADAOE_00658	MJAKFC_00297	PIBFPJ_02448	MDFDNN_01341		KCCMJC_02633	HCOCDN_04027
	uppP1		undecaprenyl-diphosphate phosphatase	7	7	1	301	1096	44	6		482	827	777	PAGBNG_01486	EADAOE_00452	MJAKFC_02658	PIBFPJ_02186	MDFDNN_01667	BLLDNB_03034		HCOCDN_03745
	FUSC family protein		FUSC family protein	7	7	1	301	3305	52	4		1055	1061	1055	PAGBNG_01062	EADAOE_00323	MJAKFC_02719	PIBFPJ_02104		BLLDNB_01999	KCCMJC_02855	HCOCDN_01643
	mfd		transcription-repair coupling factor	7	7	1	301	1193	76	5		1268	3389	3086	PAGBNG_01742	EADAOE_00270		PIBFPJ_00278	MDFDNN_01816	BLLDNB_01471	KCCMJC_02829	HCOCDN_03531
	Nif3-like dinuclear metal center hexameric protein		Nif3-like dinuclear metal center hexameric protein	7	7	1	301	1607	16	22		662	746	734	PAGBNG_01825	EADAOE_00024	MJAKFC_03607	PIBFPJ_01842	MDFDNN_02102		KCCMJC_02755	HCOCDN_03232
	group_440	Solute-binding protein family 3/N-terminal domain-containing protein	Solute-binding protein family 3/N-terminal domain-containing protein	7	7	1	301	1341	45	9		557	698	677	PAGBNG_02090	EADAOE_00657	MJAKFC_00296	PIBFPJ_02447	MDFDNN_01342		KCCMJC_02632	HCOCDN_04026
	group_442	Type III secretion protein	Type III secretion protein	7	7	1	301	7127	4	27		356	494	474	PAGBNG_02359	EADAOE_00820		PIBFPJ_02776	MDFDNN_04316	BLLDNB_03138	KCCMJC_00804	HCOCDN_01116
	Steroid delta-isomerase		Steroid delta-isomerase	7	7	1	301	7260	134	2		230	362	332	PAGBNG_02445	EADAOE_00735	MJAKFC_01332	PIBFPJ_02691	MDFDNN_01254	BLLDNB_03789	KCCMJC_00889	
	Drug:proton antiporter		Drug:proton antiporter	7	7	1	301	5191	28	5		338	368	363	PAGBNG_02874		MJAKFC_01116	PIBFPJ_02947	MDFDNN_05150	BLLDNB_03385	KCCMJC_00505	HCOCDN_00808
	group_487	hypothetical protein	hypothetical protein	7	7	1	301	5144	207	1		149	266	232	PAGBNG_02906	EADAOE_00988		PIBFPJ_02863	MDFDNN_04734	BLLDNB_03345	KCCMJC_00475	HCOCDN_00900
	hyfB		hydrogenase 4 subunit B	7	7	1	301	5875	322	1		2021	2021	2021	PAGBNG_02932	EADAOE_00962	MJAKFC_01450	PIBFPJ_03364		BLLDNB_03319	KCCMJC_02549	HCOCDN_00926
	group_490	Methyl-accepting chemotaxis protein	Methyl-accepting chemotaxis protein	7	7	1	301	5896	80	2		1424	1616	1588	PAGBNG_02952	EADAOE_03697	MJAKFC_01430	PIBFPJ_03384		BLLDNB_03298	KCCMJC_02529	HCOCDN_00946
	2'-5' RNA ligase		2'-5' RNA ligase	7	7	1	301	6009	78	3		422	518	493	PAGBNG_03011	EADAOE_00919	MJAKFC_01371	PIBFPJ_03442		BLLDNB_03239	KCCMJC_03840	HCOCDN_01005
	group_506	N-acetyltransferase domain-containing protein	N-acetyltransferase domain-containing protein	7	7	1	301	4141	119	3		872	923	897	PAGBNG_03352	EADAOE_02991	MJAKFC_02915		MDFDNN_02886	BLLDNB_03497	KCCMJC_01726	HCOCDN_02530
	Fusaric acid resistance protein		Fusaric acid resistance protein	7	7	1	301	463	90	3		1913	2123	2093	PAGBNG_03463	EADAOE_02856	MJAKFC_02592	PIBFPJ_01025		BLLDNB_02275	KCCMJC_03230	HCOCDN_02387
	group_530	Solute-binding protein family 3/N-terminal domain-containing protein	Solute-binding protein family 3/N-terminal domain-containing protein	7	7	1	301	1412	171	1		302	752	673	PAGBNG_03800	EADAOE_00592	MJAKFC_00232	PIBFPJ_02381		BLLDNB_02827	KCCMJC_02659	HCOCDN_03959
	group_547	menE	3-(methylthio)propionyl-CoA ligase	7	7	1	301	2506	154	2		347	1631	1351	PAGBNG_04227	EADAOE_02566	MJAKFC_02377	PIBFPJ_00709	MDFDNN_03337	BLLDNB_02604		HCOCDN_02067
	phage tail protein I		phage tail protein I	7	7	1	301	2056	124	3		674	737	728	PAGBNG_04306	EADAOE_02959	MJAKFC_03646	PIBFPJ_01128	MDFDNN_02914	BLLDNB_03724	KCCMJC_02913	
	mobA		molybdenum cofactor guanylyltransferase MobA	7	7	1	301	1391	132	4		596	611	600		EADAOE_00616	MJAKFC_00253	PIBFPJ_02403	MDFDNN_01392	BLLDNB_02805	KCCMJC_03177	HCOCDN_03983
	group_567	MFS transporter	MFS transporter	7	7	1	301	3131	304	1		773	1247	1164	PAGBNG_01212	EADAOE_02282	MJAKFC_01034	PIBFPJ_00456	MDFDNN_03630		KCCMJC_02019	HCOCDN_01789
	DUF4864 domain-containing protein		DUF4864 domain-containing protein	7	7	1	301	425	1097	1		137	389	353		EADAOE_02881	MJAKFC_02569	PIBFPJ_01048	MDFDNN_03004	BLLDNB_02248	KCCMJC_03149	HCOCDN_02412
	lprI		Lysozyme inhibitor LprI N-terminal domain-containing protein	7	7	1	301	4194	108	3		350	563	516		EADAOE_03040	MJAKFC_02883	PIBFPJ_01191	MDFDNN_02857	BLLDNB_03543	KCCMJC_01757	HCOCDN_02577
	hutD		HutD family protein	7	7	1	301	5733	1092	1		536	569	540		EADAOE_03590	MJAKFC_02477	PIBFPJ_01749	MDFDNN_02208	BLLDNB_01615	KCCMJC_03472	HCOCDN_03136
	group_591	Transcriptional regulator	Transcriptional regulator	7	7	1	301	55	7	29		818	911	897	PAGBNG_00042	EADAOE_02696	MJAKFC_03005	PIBFPJ_00857	MDFDNN_03203	BLLDNB_02441	KCCMJC_00285	
	group_594	cstA	Carbon starvation protein	7	7	1	301	757	162	1		1445	2066	1977	PAGBNG_00063	EADAOE_02675		PIBFPJ_00836	MDFDNN_03222	BLLDNB_02485	KCCMJC_00265	HCOCDN_02184
	glycosyltransferase family 4 protein		glycosyltransferase family 4 protein	7	7	1	301	825	17	4		683	1109	1025	PAGBNG_00119	EADAOE_02618		PIBFPJ_00781	MDFDNN_03278	BLLDNB_02541	KCCMJC_02586	HCOCDN_02129
	group_6078	Glycosyltransferase 2-like domain-containing protein	Glycosyltransferase 2-like domain-containing protein	7	7	1	301	1762	15	8		3572	3578	3572	PAGBNG_01339	EADAOE_02457	MJAKFC_02087	PIBFPJ_00635	MDFDNN_03460		KCCMJC_02727	HCOCDN_01947
	Peptidase, M24 family		Peptidase, M24 family	7	7	1	301	6138	240	1		1808	1817	1809	PAGBNG_00444	EADAOE_01447	MJAKFC_00589	PIBFPJ_03307	MDFDNN_00365	BLLDNB_00145		HCOCDN_00396
	acylphosphatase		acylphosphatase	7	7	1	301	4626	81	2		518	518	518	PAGBNG_00365	EADAOE_01096	MJAKFC_03494	PIBFPJ_03134	MDFDNN_04758		KCCMJC_00769	HCOCDN_00569
	mmsB		3-hydroxyisobutyrate dehydrogenase	7	7	1	301	4967	14	16		890	956	899	PAGBNG_00410	EADAOE_01413	MJAKFC_00727	PIBFPJ_03273	MDFDNN_00954		KCCMJC_02484	HCOCDN_00429
	group_622	Peptidase	Peptidase	7	7	1	301	4954	14	15		1052	2525	2314	PAGBNG_00411	EADAOE_01414	MJAKFC_00728	PIBFPJ_03274	MDFDNN_00955	BLLDNB_00417		HCOCDN_00428
	VOC domain-containing protein		VOC domain-containing protein	7	7	1	301	6136	116	2		161	404	369	PAGBNG_00442	EADAOE_01445	MJAKFC_00591	PIBFPJ_03305		BLLDNB_00143	KCCMJC_01922	HCOCDN_00398
	NAD-dependent epimerase/dehydratase domain-containing protein		NAD-dependent epimerase/dehydratase domain-containing protein	7	7	1	301	1761	15	7		1082	1091	1083	PAGBNG_01340	EADAOE_02458	MJAKFC_02088	PIBFPJ_00636	MDFDNN_03459		KCCMJC_02726	HCOCDN_01948
	group_633	Methyl-accepting chemotaxis protein	Methyl-accepting chemotaxis protein	7	7	1	301	6161	1	728		854	2030	1862	PAGBNG_00466	EADAOE_03981	MJAKFC_00567	PIBFPJ_03330		BLLDNB_00167	KCCMJC_01946	HCOCDN_00374
	DNAase		DNAase	7	7	1	301	638	103	2		791	794	791	PAGBNG_03564	EADAOE_02767	MJAKFC_02149	PIBFPJ_00931	MDFDNN_03122		KCCMJC_00369	HCOCDN_02306
	Yip1 domain-containing protein		Yip1 domain-containing protein	7	7	1	301	6181	262	1		590	590	590	PAGBNG_00487	EADAOE_04001	MJAKFC_00547	PIBFPJ_03350		BLLDNB_00187	KCCMJC_01966	HCOCDN_00354
	group_650	Alpha/beta hydrolase	Alpha/beta hydrolase	7	7	1	301	6261	24	5		278	779	706	PAGBNG_00561	EADAOE_01509	MJAKFC_00473	PIBFPJ_03561	MDFDNN_00275		KCCMJC_01168	HCOCDN_00269
	group_652	hflK	FtsH protease regulator HflK	7	7	1	301	6271	77	3		743	941	896	PAGBNG_00571	EADAOE_01520	MJAKFC_00463	PIBFPJ_03571	MDFDNN_00264		KCCMJC_01178	HCOCDN_00259
	3'-5' exonuclease		3'-5' exonuclease	7	7	1	301	6286	118	2		608	608	608	PAGBNG_00584	EADAOE_01533	MJAKFC_00450	PIBFPJ_03584		BLLDNB_00292	KCCMJC_01191	HCOCDN_00246
	group_6695	espA	Secretion protein EspA	7	7	1	301	7143	4	20		608	608	608	PAGBNG_02362	EADAOE_00817	MJAKFC_02070	PIBFPJ_02773	MDFDNN_01157	BLLDNB_03872	KCCMJC_00807	
	Phenazine biosynthesis protein		Phenazine biosynthesis protein	7	7	1	301	5848	74	5		365	839	771	PAGBNG_00871	EADAOE_00074	MJAKFC_03422	PIBFPJ_01920	MDFDNN_02040	BLLDNB_02636	KCCMJC_01492	
	nuoL		NADH-quinone oxidoreductase subunit L	7	7	1	301	2202	141	1		758	2051	1866	PAGBNG_00892	EADAOE_00095		PIBFPJ_01941	MDFDNN_02015	BLLDNB_02657	KCCMJC_01471	HCOCDN_03292
	yoaK		DUF1275 domain-containing protein	7	7	1	301	405	241	1		806	806	806	PAGBNG_03420		MJAKFC_02551	PIBFPJ_01066	MDFDNN_02985	BLLDNB_02230	KCCMJC_03130	HCOCDN_02430
	group_689	hypothetical protein	hypothetical protein	7	7	1	301	3321	293	1	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	209	209	209	PAGBNG_01045	EADAOE_00339		PIBFPJ_02121	MDFDNN_01746	BLLDNB_03126	KCCMJC_02871	HCOCDN_01627
	Cytochrome ubiquinol oxidase subunit I		Cytochrome ubiquinol oxidase subunit I	7	7	1	301	3217	2	338		887	1340	1275	PAGBNG_01137		MJAKFC_01498	PIBFPJ_00380	MDFDNN_03782	BLLDNB_01642	KCCMJC_01643	HCOCDN_01714
	group_696	rimL	GNAT family N-acetyltransferase	7	7	1	301	3192	131	5		572	2675	2374	PAGBNG_01156	EADAOE_02226	MJAKFC_01479	PIBFPJ_00399	MDFDNN_03694		KCCMJC_01624	HCOCDN_01733
	group_7032	exbD	Biopolymer transporter ExbD	7	7	1	301	7060	9	13		443	443	443	PAGBNG_02161	EADAOE_04096	MJAKFC_04000	PIBFPJ_02837	MDFDNN_01054	BLLDNB_03190		HCOCDN_01052
	birA		Bifunctional ligase/repressor BirA	7	7	1	301	402	56	1		965	965	965	PAGBNG_03417	EADAOE_02902	MJAKFC_02548	PIBFPJ_01069		BLLDNB_02227	KCCMJC_03127	HCOCDN_02433
	abc-f		ribosomal protection-like ABC-F family protein	7	7	1	301	4676	342	1		731	1916	1746	PAGBNG_01698		MJAKFC_03090	PIBFPJ_03121	MDFDNN_00821	BLLDNB_00950	KCCMJC_01091	HCOCDN_00582
	Putative zinc-finger domain-containing protein		Putative zinc-finger domain-containing protein	7	7	1	301	6289	364	1		197	203	197	PAGBNG_00587	EADAOE_01536	MJAKFC_00447	PIBFPJ_03587		BLLDNB_00295	KCCMJC_01194	HCOCDN_00243
	group_752	groL	chaperonin GroEL	7	7	1	301	1598	16	12		1124	1643	1568	PAGBNG_01830	EADAOE_00019		PIBFPJ_01837	MDFDNN_02108	BLLDNB_01118	KCCMJC_02750	HCOCDN_03225
	group_755	GDP-mannose pyrophosphatase	GDP-mannose pyrophosphatase	7	7	1	301	5658	158	1		392	569	536	PAGBNG_01875		MJAKFC_02254	PIBFPJ_01785	MDFDNN_02173	BLLDNB_02717	KCCMJC_01866	HCOCDN_03182
	group_7610	SycD/LcrH family type III secretion system chaperone	SycD/LcrH family type III secretion system chaperone	7	7	1	301	7145	289	1		467	467	467	PAGBNG_02364		MJAKFC_02068	PIBFPJ_02771	MDFDNN_01159	BLLDNB_03870	KCCMJC_00809	HCOCDN_01121
	group_764	Metallo-beta-lactamase domain-containing protein	Metallo-beta-lactamase domain-containing protein	7	7	1	301	6554	1	644		1763	1967	1910	PAGBNG_02107	EADAOE_01776	MJAKFC_00313	PIBFPJ_02464	MDFDNN_05103	BLLDNB_01767	KCCMJC_02649	
	UPF0225 protein BUE93_15785		UPF0225 protein BUE93_15785	7	7	1	301	3642	184	2		230	407	381	PAGBNG_02206	EADAOE_02044	MJAKFC_03569	PIBFPJ_00182		BLLDNB_00078	KCCMJC_02160	HCOCDN_03612
	phnK		phosphonate C-P lyase system protein PhnK	7	7	1	301	7192	140	3		155	773	641	PAGBNG_02386	EADAOE_00793	MJAKFC_02046	PIBFPJ_02749	MDFDNN_01180	BLLDNB_03848	KCCMJC_00831	
	zigA		zinc metallochaperone GTPase ZigA	7	7	1	301	1471	120	1		1211	1880	1306	PAGBNG_00842	EADAOE_00541	MJAKFC_01860	PIBFPJ_02323		BLLDNB_02883	KCCMJC_03077	HCOCDN_03897
	vioE		violacein biosynthesis enzyme VioE	7	7	1	301	6917	137	5		575	575	575	PAGBNG_02530	EADAOE_01790	MJAKFC_01248	PIBFPJ_02608		BLLDNB_01247	KCCMJC_00176	HCOCDN_01336
	group_790	Uracil-DNA glycosylase	Uracil-DNA glycosylase	7	7	1	301	6904	290	1		200	200	200	PAGBNG_02540	EADAOE_01800	MJAKFC_01238		MDFDNN_04227	BLLDNB_01237	KCCMJC_00166	HCOCDN_01346
	dcp		Peptidyl-dipeptidase Dcp	7	7	1	301	6796	67	6		2024	2024	2024	PAGBNG_02633	EADAOE_01894	MJAKFC_01977	PIBFPJ_00004		BLLDNB_01143	KCCMJC_00072	HCOCDN_01440
	group_798	mgtC	Protein MgtC	7	7	1	301	6716	122	1		119	728	641	PAGBNG_02711	EADAOE_01969	MJAKFC_02968	PIBFPJ_00099	MDFDNN_04035	BLLDNB_01298		HCOCDN_01544
	Glycine zipper domain-containing protein		Glycine zipper domain-containing protein	7	7	1	301	6679	84	1		296	296	296	PAGBNG_02747		MJAKFC_02935	PIBFPJ_00132	MDFDNN_03994	BLLDNB_01263	KCCMJC_03031	HCOCDN_01577
	Thiol:disulfide oxidoreductase		Thiol:disulfide oxidoreductase	7	7	1	301	5382	96	2		464	710	671	PAGBNG_02769	EADAOE_04037		PIBFPJ_03052	MDFDNN_00456	BLLDNB_01015	KCCMJC_00608	HCOCDN_00704
	hyfE		hydrogenase 4 membrane subunit	7	7	1	301	5878	117	1		632	650	647	PAGBNG_02935	EADAOE_00959	MJAKFC_01447	PIBFPJ_03367		BLLDNB_03316	KCCMJC_02546	HCOCDN_00929
	group_826	abc-f	ribosomal protection-like ABC-F family protein	7	7	1	301	6010	78	5		398	1898	1683	PAGBNG_03010	EADAOE_00920	MJAKFC_01372	PIBFPJ_03441	MDFDNN_00395	BLLDNB_03240		HCOCDN_01004
	group_831	[ribosomal protein uS5]-alanine N-acetyltransferase	[ribosomal protein uS5]-alanine N-acetyltransferase	7	7	1	301	4411	195	1		398	581	554	PAGBNG_03129	EADAOE_03218	MJAKFC_03037	PIBFPJ_01370	MDFDNN_02689	BLLDNB_01938		HCOCDN_02761
	group_844	Phosphodiesterase	Phosphodiesterase	7	7	1	301	4269	58	5		1181	1253	1191	PAGBNG_03248	EADAOE_03096	MJAKFC_01637	PIBFPJ_01247		BLLDNB_03602	KCCMJC_01812	HCOCDN_02637
	group_849	N-acetyltransferase domain-containing protein	N-acetyltransferase domain-containing protein	7	7	1	301	4147	11	5		404	530	511	PAGBNG_03346	EADAOE_02997	MJAKFC_02909	PIBFPJ_01163		BLLDNB_03503	KCCMJC_01732	HCOCDN_02536
	coaD		pantetheine-phosphate adenylyltransferase	7	7	1	301	1245	37	6		407	1028	578	PAGBNG_03711	EADAOE_00233	MJAKFC_00754	PIBFPJ_02093		BLLDNB_02208	KCCMJC_03271	HCOCDN_03489
	group_850	Sigma-54-dependent Fis family transcriptional regulator	Sigma-54-dependent Fis family transcriptional regulator	7	7	1	301	2073	125	4		1445	1832	1776	PAGBNG_03356	EADAOE_02985	MJAKFC_02921	PIBFPJ_01154		BLLDNB_03492	KCCMJC_01722	HCOCDN_02526
	holA		DNA polymerase III subunit delta	7	7	1	301	434	23	8		1004	1004	1004		EADAOE_02878	MJAKFC_02572	PIBFPJ_01045	MDFDNN_03016	BLLDNB_02251	KCCMJC_03152	HCOCDN_02409
	group_901	glcD	putative (S)-2-hydroxy-acid oxidase	7	7	1	301	3009	161	2		551	3854	3382	PAGBNG_03945	EADAOE_03468	MJAKFC_00030	PIBFPJ_01627	MDFDNN_02344		KCCMJC_02970	HCOCDN_03015
	group_913	ygiQ	Radical SAM protein	7	7	1	301	4054	18	8		1523	1910	1854	PAGBNG_04126		MJAKFC_00211	PIBFPJ_01453	MDFDNN_02626	BLLDNB_00797	KCCMJC_01257	HCOCDN_02841
	YeeE/YedE family protein		YeeE/YedE family protein	7	7	1	301	4059	112	1		416	416	416	PAGBNG_04131	EADAOE_03285	MJAKFC_00216	PIBFPJ_01448	MDFDNN_02621		KCCMJC_01261	HCOCDN_02836
	group_917	Cytochrome c domain-containing protein	Cytochrome c domain-containing protein	7	7	1	301	4060	112	2		581	581	581	PAGBNG_04132	EADAOE_03286	MJAKFC_00217	PIBFPJ_01447	MDFDNN_02620		KCCMJC_01262	HCOCDN_02835
	gyrB		DNA topoisomerase (ATP-hydrolyzing) subunit B	7	7	1	301	3971	1	627		524	2390	2123	PAGBNG_04148		MJAKFC_03543	PIBFPJ_01431	MDFDNN_02532	BLLDNB_00820	KCCMJC_01290	HCOCDN_02819
	group_922	hypothetical protein	hypothetical protein	7	7	1	301	2480	155	1		185	191	185	PAGBNG_04204	EADAOE_02587	MJAKFC_02354	PIBFPJ_00732		BLLDNB_02580	KCCMJC_03384	HCOCDN_02090
	group_924	glcD	Uncharacterized FAD-linked oxidoreductase Rv2280	7	7	1	301	2510	41	8		362	1382	1236	PAGBNG_04230	EADAOE_02563	MJAKFC_02380	PIBFPJ_00706	MDFDNN_03343		KCCMJC_03192	HCOCDN_02064
	group_931	Tetratricopeptide repeat protein	Tetratricopeptide repeat protein	7	7	1	301	1960	220	1		206	716	643	PAGBNG_04272	EADAOE_02523	MJAKFC_03506	PIBFPJ_01889	MDFDNN_02066	BLLDNB_02770	KCCMJC_03412	
	group_935	Phage tail protein	Phage tail protein	7	7	1	301	2034	1	758		575	575	575	PAGBNG_04315	EADAOE_02951	MJAKFC_02781	PIBFPJ_01120		BLLDNB_03731	KCCMJC_02921	HCOCDN_02487
	group_939	S9 family peptidase	S9 family peptidase	7	7	1	301	2768	160	1		266	2432	2122	PAGBNG_04358		MJAKFC_03367	PIBFPJ_03086	MDFDNN_00811	BLLDNB_00971	KCCMJC_01029	HCOCDN_00663
	hypF		carbamoyltransferase HypF	7	7	1	301	5123	3	17		611	2294	2053		EADAOE_00968	MJAKFC_01066	PIBFPJ_02843	MDFDNN_00586	BLLDNB_03325	KCCMJC_00455	HCOCDN_00920
	group_992	hypothetical protein	hypothetical protein	7	7	1	301	736	7	2		593	770	709	PAGBNG_00048	EADAOE_02690	MJAKFC_02999	PIBFPJ_00851	MDFDNN_04772	BLLDNB_02470		HCOCDN_02199
	TIGR01212 family radical SAM protein		TIGR01212 family radical SAM protein	6	6	1	301	793	423	1		917	917	917	PAGBNG_00091	EADAOE_02645	MJAKFC_01721	PIBFPJ_00808	MDFDNN_03254		KCCMJC_02559	
	yciB		septation protein A	6	6	1	301	6272	77	4		533	692	569	PAGBNG_00572		MJAKFC_00462	PIBFPJ_03572		BLLDNB_00280	KCCMJC_01179	HCOCDN_00258
	group_109	Chitinase	Chitinase	6	6	1	301	1002	68	1		1340	1361	1350	PAGBNG_01554	EADAOE_00518	MJAKFC_03174	PIBFPJ_02260			KCCMJC_02351	HCOCDN_03811
	group_110	Phage protein D	hypothetical protein	6	6	1	301	3535	1	251		128	1214	743	PAGBNG_01472	EADAOE_00406			MDFDNN_04892	BLLDNB_03081	KCCMJC_02445	HCOCDN_03730
	group_1161	acrB	Multidrug transporter MdtC	6	6	1	301	2002	168	2		401	3077	2631	PAGBNG_01388		MJAKFC_02133	PIBFPJ_00680	MDFDNN_03406	BLLDNB_03472	KCCMJC_03601	
	group_1192	glnA	Gamma-glutamylputrescine synthetase PuuA	6	6	1	301	993	1039	10		305	1340	1167	PAGBNG_01560		MJAKFC_03168		MDFDNN_01539	BLLDNB_02950	KCCMJC_02357	HCOCDN_03817
	ntrC		nitrogen regulation protein NR(I)	6	6	1	301	4479	206	2		1109	1412	1361		EADAOE_02075	MJAKFC_02522		MDFDNN_03843	BLLDNB_00109	KCCMJC_02129	HCOCDN_03582
