																					
	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
	HCOCDN_00325	243365.CV_1898	8.72e-53	166.0	COG0361@1|root,COG0361@2|Bacteria,1MZFU@1224|Proteobacteria,2VU4I@28216|Betaproteobacteria,2KRXR@206351|Neisseriales	206351|Neisseriales	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	-	-	-	ko:K02518	-	-	-	-	ko00000,ko03012	-	-	-	eIF-1a
	HCOCDN_00365	243365.CV_1937	0.0	894.0	COG0008@1|root,COG0008@2|Bacteria,1MUCR@1224|Proteobacteria,2VH5S@28216|Betaproteobacteria,2KQ9W@206351|Neisseriales	206351|Neisseriales	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
	HCOCDN_00373	243365.CV_1942	0.0	1050.0	COG0665@1|root,COG4121@1|root,COG0665@2|Bacteria,COG4121@2|Bacteria,1MZW5@1224|Proteobacteria,2VHGY@28216|Betaproteobacteria,2KU48@206351|Neisseriales	206351|Neisseriales	J	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34	mnmC	-	2.1.1.61	ko:K15461	-	-	R00601,R08702	RC00003,RC00053,RC00060,RC01483	ko00000,ko01000,ko03016	-	-	-	DAO,Methyltransf_30
	HCOCDN_00378	243365.CV_2875	1.38e-97	286.0	COG1670@1|root,COG1670@2|Bacteria,1PEQD@1224|Proteobacteria,2WA5B@28216|Betaproteobacteria,2KTJW@206351|Neisseriales	206351|Neisseriales	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
	HCOCDN_00385	243365.CV_2818	3.25e-192	535.0	COG0223@1|root,COG0223@2|Bacteria,1R9G6@1224|Proteobacteria	1224|Proteobacteria	J	PFAM formyl transferase domain protein	-	-	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_C,Formyl_trans_N
	HCOCDN_00406	243365.CV_2787	3.31e-76	229.0	COG1188@1|root,COG1188@2|Bacteria,1MZR6@1224|Proteobacteria,2VTY8@28216|Betaproteobacteria,2KR8W@206351|Neisseriales	206351|Neisseriales	J	S4 domain protein	hslR	-	-	ko:K04762	-	-	-	-	ko00000,ko03110	-	-	-	S4
	HCOCDN_00421	243365.CV_2764	1.77e-168	473.0	COG0101@1|root,COG0101@2|Bacteria,1MUYI@1224|Proteobacteria,2VI0R@28216|Betaproteobacteria,2KPYY@206351|Neisseriales	206351|Neisseriales	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	-	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
	HCOCDN_00447	1500897.JQNA01000002_gene4131	2.57e-12	62.8	COG0124@1|root,COG0124@2|Bacteria,1MYIG@1224|Proteobacteria,2W7YV@28216|Betaproteobacteria,1K7ZA@119060|Burkholderiaceae	28216|Betaproteobacteria	J	tRNA synthetase, class II	-	-	-	-	-	-	-	-	-	-	-	-	tRNA-synt_His
	HCOCDN_00448	205918.Psyr_2351	7,00E-51	166.0	COG0124@1|root,COG0124@2|Bacteria,1MYIG@1224|Proteobacteria,1SQAY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	tRNA synthetase class II	-	-	-	-	-	-	-	-	-	-	-	-	tRNA-synt_His
	HCOCDN_00453	243365.CV_2171	2.43e-210	582.0	COG2890@1|root,COG2890@2|Bacteria,1MX8Q@1224|Proteobacteria,2VIPK@28216|Betaproteobacteria,2KQ1D@206351|Neisseriales	206351|Neisseriales	J	Specifically methylates the 50S ribosomal protein L3 on a specific glutamine residue	prmB	-	2.1.1.298	ko:K07320	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03009	-	-	-	MTS
	HCOCDN_00481	243365.CV_2030	2.25e-147	419.0	COG0566@1|root,COG0566@2|Bacteria,1MWBE@1224|Proteobacteria,2WGF7@28216|Betaproteobacteria,2KQ5C@206351|Neisseriales	206351|Neisseriales	J	Psort location Cytoplasmic, score 8.96	-	-	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase
	HCOCDN_00482	243365.CV_2032	1.86e-254	702.0	COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,2VIN5@28216|Betaproteobacteria,2KPH1@206351|Neisseriales	206351|Neisseriales	J	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases	cca	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	HD,PolyA_pol,PolyA_pol_RNAbd
	HCOCDN_00502	243365.CV_2196	3.53e-170	475.0	COG0052@1|root,COG0052@2|Bacteria,1MU33@1224|Proteobacteria,2VI8V@28216|Betaproteobacteria,2KPSH@206351|Neisseriales	206351|Neisseriales	J	Belongs to the universal ribosomal protein uS2 family	rpsB	-	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S2
	HCOCDN_00503	243365.CV_2197	2.51e-181	507.0	COG0264@1|root,COG0264@2|Bacteria,1MUS2@1224|Proteobacteria,2VHSG@28216|Betaproteobacteria,2KPN4@206351|Neisseriales	206351|Neisseriales	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	tsf	-	-	ko:K02357	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EF_TS
	HCOCDN_00505	243365.CV_2199	2.46e-121	347.0	COG0233@1|root,COG0233@2|Bacteria,1N66T@1224|Proteobacteria,2VIUA@28216|Betaproteobacteria,2KQ85@206351|Neisseriales	206351|Neisseriales	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr	-	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
	HCOCDN_00559	243365.CV_2406	1.17e-163	459.0	COG1187@1|root,COG1187@2|Bacteria,1MXQE@1224|Proteobacteria,2VI7P@28216|Betaproteobacteria,2KPWX@206351|Neisseriales	206351|Neisseriales	J	Belongs to the pseudouridine synthase RsuA family	rluF	-	5.4.99.21	ko:K06182	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
	HCOCDN_00561	243365.CV_2253	1.86e-227	629.0	COG0820@1|root,COG0820@2|Bacteria,1Q0HH@1224|Proteobacteria,2VMGJ@28216|Betaproteobacteria,2KSI0@206351|Neisseriales	206351|Neisseriales	J	Belongs to the radical SAM superfamily. RlmN family	-	-	2.1.1.192	ko:K06941	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Radical_SAM
	HCOCDN_00681	243365.CV_2669	0.0	1830.0	COG0525@1|root,COG0525@2|Bacteria,1MV7B@1224|Proteobacteria,2VH5Z@28216|Betaproteobacteria,2KPJP@206351|Neisseriales	206351|Neisseriales	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner	valS	-	6.1.1.9	ko:K01873	ko00970,map00970	M00359,M00360	R03665	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,Val_tRNA-synt_C,tRNA-synt_1
	HCOCDN_00711	243365.CV_2192	1.05e-236	654.0	COG0564@1|root,COG0564@2|Bacteria,1MUBN@1224|Proteobacteria,2VIFF@28216|Betaproteobacteria,2KQ2S@206351|Neisseriales	206351|Neisseriales	J	Responsible for synthesis of pseudouridine from uracil	rluD	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
	HCOCDN_00764	243365.CV_2386	0.0	1043.0	COG4108@1|root,COG4108@2|Bacteria,1MU7X@1224|Proteobacteria,2VIV3@28216|Betaproteobacteria,2KQC1@206351|Neisseriales	206351|Neisseriales	J	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP	prfC	-	-	ko:K02837	-	-	-	-	ko00000,ko03012	-	-	-	GTP_EFTU,GTP_EFTU_D2,RF3_C
	HCOCDN_00805	243365.CV_2346	8.38e-156	439.0	COG0564@1|root,COG0564@2|Bacteria,1N8GW@1224|Proteobacteria,2VKYT@28216|Betaproteobacteria,2KQJV@206351|Neisseriales	206351|Neisseriales	J	Pseudouridine synthase	truC	-	5.4.99.26	ko:K06175	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_2
	HCOCDN_00811	243365.CV_2338	3.16e-125	356.0	COG1670@1|root,COG1670@2|Bacteria,1RI4I@1224|Proteobacteria,2VTHF@28216|Betaproteobacteria	28216|Betaproteobacteria	J	COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins	-	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
	HCOCDN_01000	243365.CV_2752	5.29e-66	202.0	COG1186@1|root,COG1186@2|Bacteria,1RH75@1224|Proteobacteria,2VSE7@28216|Betaproteobacteria,2KRGU@206351|Neisseriales	206351|Neisseriales	J	RF-1 domain	-	-	-	ko:K15034	-	-	-	-	ko00000,ko03012	-	-	-	RF-1
	HCOCDN_01005	1121015.N789_10910	2.73e-44	151.0	COG1514@1|root,COG1514@2|Bacteria	2|Bacteria	J	Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester	-	-	-	-	-	-	-	-	-	-	-	-	2_5_RNA_ligase2,Exo_endo_phos,PAP_central
	HCOCDN_01020	243365.CV_2066	1.29e-140	401.0	COG0571@1|root,COG0571@2|Bacteria,1MUQ6@1224|Proteobacteria,2VI4M@28216|Betaproteobacteria,2KQ46@206351|Neisseriales	206351|Neisseriales	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	-	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
	HCOCDN_01073	243365.CV_1962	0.0	1091.0	COG0018@1|root,COG0018@2|Bacteria,1MU4J@1224|Proteobacteria,2VHT1@28216|Betaproteobacteria,2KPWY@206351|Neisseriales	206351|Neisseriales	J	Arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
	HCOCDN_01125	1268237.G114_14391	5.27e-71	222.0	COG1670@1|root,COG1670@2|Bacteria	2|Bacteria	J	COG1670 acetyltransferases, including N-acetylases of ribosomal proteins	-	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
	HCOCDN_01206	243365.CV_1820	0.0	1106.0	COG1530@1|root,COG1530@2|Bacteria,1MV65@1224|Proteobacteria,2VIE5@28216|Betaproteobacteria,2KQ1G@206351|Neisseriales	206351|Neisseriales	J	Endoribonuclease that plays a central role in RNA processing and decay. Required for the maturation of 5S and 16S rRNAs and the majority of tRNAs. Also involved in the degradation of most mRNAs	rne	-	3.1.26.12	ko:K08300	ko03018,map03018	M00394	-	-	ko00000,ko00001,ko00002,ko01000,ko03009,ko03019	-	-	-	RNase_E_G,S1
	HCOCDN_01207	243365.CV_1818	6.43e-212	587.0	COG0564@1|root,COG0564@2|Bacteria,1MVDX@1224|Proteobacteria,2VI51@28216|Betaproteobacteria,2KQ61@206351|Neisseriales	206351|Neisseriales	J	Responsible for synthesis of pseudouridine from uracil	rluC	-	5.4.99.24	ko:K06179	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
	HCOCDN_01258	243365.CV_1747	1.11e-45	147.0	COG0254@1|root,COG0254@2|Bacteria,1MZ69@1224|Proteobacteria,2VW5V@28216|Betaproteobacteria,2KRIV@206351|Neisseriales	206351|Neisseriales	J	Binds the 23S rRNA	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
	HCOCDN_01259	243365.CV_1746	0.0	894.0	COG0215@1|root,COG0215@2|Bacteria,1MV8H@1224|Proteobacteria,2VHN4@28216|Betaproteobacteria,2KPY4@206351|Neisseriales	206351|Neisseriales	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	-	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
	HCOCDN_01262	243365.CV_1742	0.0	1118.0	COG0008@1|root,COG0008@2|Bacteria,1MUC8@1224|Proteobacteria,2VHZX@28216|Betaproteobacteria,2KQ35@206351|Neisseriales	206351|Neisseriales	J	glutaminyl-tRNA synthetase	glnS	-	6.1.1.18	ko:K01886	ko00970,ko01100,map00970,map01100	M00359,M00360	R03652	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1c,tRNA-synt_1c_C
	HCOCDN_01263	243365.CV_1740	1.64e-115	337.0	COG1670@1|root,COG1670@2|Bacteria,1MXEE@1224|Proteobacteria,2VMEA@28216|Betaproteobacteria	28216|Betaproteobacteria	J	PFAM GCN5-related N-acetyltransferase	ydaF_2	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_3
	HCOCDN_01302	243365.CV_1697	2.22e-276	757.0	COG0180@1|root,COG0180@2|Bacteria,1MV4T@1224|Proteobacteria,2VIEY@28216|Betaproteobacteria,2KPX8@206351|Neisseriales	206351|Neisseriales	J	Tryptophanyl-tRNA synthetase	trpS	-	6.1.1.2	ko:K01867	ko00970,map00970	M00359,M00360	R03664	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1b
	HCOCDN_01305	243365.CV_1694	3.84e-138	391.0	COG0009@1|root,COG0009@2|Bacteria,1MVPM@1224|Proteobacteria,2VH4T@28216|Betaproteobacteria,2KQ0A@206351|Neisseriales	206351|Neisseriales	J	Belongs to the SUA5 family	yciO	-	-	-	-	-	-	-	-	-	-	-	Sua5_yciO_yrdC
	HCOCDN_01350	1218075.BAYA01000021_gene5038	2.9e-62	197.0	COG1670@1|root,COG1670@2|Bacteria,1MZ4G@1224|Proteobacteria,2WG4E@28216|Betaproteobacteria	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
	HCOCDN_01394	243365.CV_3333	3.24e-60	186.0	COG1544@1|root,COG1544@2|Bacteria,1MZHW@1224|Proteobacteria,2VU5H@28216|Betaproteobacteria,2KRN2@206351|Neisseriales	206351|Neisseriales	J	ribosomal subunit interface protein	raiA	-	-	ko:K05808	-	-	-	-	ko00000,ko03009	-	-	-	Ribosomal_S30AE
	HCOCDN_01446	243365.CV_3386	1.08e-277	767.0	COG1187@1|root,COG1187@2|Bacteria,1MUCE@1224|Proteobacteria,2VITB@28216|Betaproteobacteria,2KPG4@206351|Neisseriales	206351|Neisseriales	J	Belongs to the pseudouridine synthase RsuA family	rluB	-	5.4.99.22	ko:K06178	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
	HCOCDN_01465	243365.CV_3418	1.2e-37	125.0	COG0333@1|root,COG0333@2|Bacteria,1N6RF@1224|Proteobacteria,2VVP5@28216|Betaproteobacteria,2KRYK@206351|Neisseriales	206351|Neisseriales	J	Belongs to the bacterial ribosomal protein bL32 family	rpmF	-	-	ko:K02911	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_L32p
	HCOCDN_01480	243365.CV_3433	3.15e-182	511.0	COG0008@1|root,COG0008@2|Bacteria,1MUN7@1224|Proteobacteria,2VHYK@28216|Betaproteobacteria,2KQ4C@206351|Neisseriales	206351|Neisseriales	J	Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon	gluQ	-	-	ko:K01894	-	-	-	-	ko00000,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1c
	HCOCDN_01493	243365.CV_3455	1.01e-28	102.0	COG0267@1|root,COG0267@2|Bacteria,1N6QV@1224|Proteobacteria,2VVW8@28216|Betaproteobacteria,2KRX9@206351|Neisseriales	206351|Neisseriales	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
	HCOCDN_01494	243365.CV_3456	4.32e-48	153.0	COG0227@1|root,COG0227@2|Bacteria,1MZ57@1224|Proteobacteria,2VU1B@28216|Betaproteobacteria,2KRMY@206351|Neisseriales	206351|Neisseriales	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
	HCOCDN_01586	243365.CV_3523	0.0	1377.0	COG0557@1|root,COG3266@1|root,COG0557@2|Bacteria,COG3266@2|Bacteria,1MUS6@1224|Proteobacteria,2VHBJ@28216|Betaproteobacteria,2KPRE@206351|Neisseriales	206351|Neisseriales	J	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	rnr	-	-	ko:K12573	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	OB_RNB,RNB,S1
	HCOCDN_01611	243365.CV_1289	2.71e-94	278.0	COG1670@1|root,COG1670@2|Bacteria,1PSPJ@1224|Proteobacteria,2VY61@28216|Betaproteobacteria,2KTG0@206351|Neisseriales	206351|Neisseriales	J	Acetyltransferase (GNAT) domain	-	-	-	ko:K03817	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
	HCOCDN_01612	243365.CV_1288	9.04e-96	282.0	COG1670@1|root,COG1670@2|Bacteria,1RGKF@1224|Proteobacteria	1224|Proteobacteria	J	COG1670 acetyltransferases, including N-acetylases of ribosomal proteins	rimL	GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008999,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017198,GO:0018193,GO:0018209,GO:0019538,GO:0030920,GO:0031365,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1990189	-	ko:K03817	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
	HCOCDN_01644	243365.CV_1251	1.19e-86	256.0	COG1490@1|root,COG1490@2|Bacteria,1RGTV@1224|Proteobacteria,2VR31@28216|Betaproteobacteria,2KR2P@206351|Neisseriales	206351|Neisseriales	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	-	-	ko:K07560	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Tyr_Deacylase
	HCOCDN_01650	243365.CV_1206	0.0	1369.0	COG0073@1|root,COG0143@1|root,COG0073@2|Bacteria,COG0143@2|Bacteria,1MUBY@1224|Proteobacteria,2VH19@28216|Betaproteobacteria,2KPE0@206351|Neisseriales	206351|Neisseriales	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	-	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g,tRNA_bind
	HCOCDN_01665	243365.CV_3618	1.67e-289	792.0	COG0144@1|root,COG0144@2|Bacteria,1MV2Q@1224|Proteobacteria,2VI1D@28216|Betaproteobacteria,2KPRA@206351|Neisseriales	206351|Neisseriales	J	ribosomal RNA small subunit methyltransferase B	-	-	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N
	HCOCDN_01674	243365.CV_3628	1.47e-65	204.0	COG1670@1|root,COG1670@2|Bacteria,1RH19@1224|Proteobacteria,2WH71@28216|Betaproteobacteria,2KTWP@206351|Neisseriales	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	ko:K03825	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_1
	HCOCDN_01676	243365.CV_3630	4.4e-84	252.0	COG1670@1|root,COG1670@2|Bacteria,1RH19@1224|Proteobacteria,2WH71@28216|Betaproteobacteria,2KTWP@206351|Neisseriales	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	ko:K03825	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_1
	HCOCDN_01683	243365.CV_3637	5.94e-91	267.0	COG0359@1|root,COG0359@2|Bacteria,1RD0R@1224|Proteobacteria,2VR40@28216|Betaproteobacteria,2KQYZ@206351|Neisseriales	206351|Neisseriales	J	Binds to the 23S rRNA	rplI	-	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
	HCOCDN_01684	243365.CV_3638	3.08e-47	151.0	COG0238@1|root,COG0238@2|Bacteria,1MZ8U@1224|Proteobacteria,2VTWT@28216|Betaproteobacteria,2KRJN@206351|Neisseriales	206351|Neisseriales	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	-	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
	HCOCDN_01686	243365.CV_3640	1.52e-81	241.0	COG0360@1|root,COG0360@2|Bacteria,1RH82@1224|Proteobacteria,2VR79@28216|Betaproteobacteria,2KR35@206351|Neisseriales	206351|Neisseriales	J	Binds together with S18 to 16S ribosomal RNA	rpsF	-	-	ko:K02990	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S6
	HCOCDN_01691	243365.CV_3645	2.32e-155	440.0	COG0565@1|root,COG0565@2|Bacteria,1N47Y@1224|Proteobacteria,2VI2D@28216|Betaproteobacteria,2KPP3@206351|Neisseriales	206351|Neisseriales	J	RNA methyltransferase, TrmH family, group 1	trmJ	-	-	ko:K02533	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	SpoU_methylase
	HCOCDN_01693	243365.CV_3393	4.53e-72	217.0	COG0251@1|root,COG0251@2|Bacteria,1MZ5K@1224|Proteobacteria,2VU19@28216|Betaproteobacteria,2KRD1@206351|Neisseriales	206351|Neisseriales	J	endoribonuclease L-PSP	-	-	-	-	-	-	-	-	-	-	-	-	Ribonuc_L-PSP
	HCOCDN_01703	243365.CV_3402	3.19e-262	719.0	COG0482@1|root,COG0482@2|Bacteria,1MUT1@1224|Proteobacteria,2VJRR@28216|Betaproteobacteria,2KPM8@206351|Neisseriales	206351|Neisseriales	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	trmU	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
	HCOCDN_01717	243365.CV_3663	1.35e-138	395.0	COG1187@1|root,COG1187@2|Bacteria,1R9VV@1224|Proteobacteria,2VQAQ@28216|Betaproteobacteria,2KQYK@206351|Neisseriales	206351|Neisseriales	J	Belongs to the pseudouridine synthase RsuA family	rluE	-	5.4.99.20	ko:K06181	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
	HCOCDN_01723	243365.CV_3666	1.51e-61	196.0	COG1670@1|root,COG1670@2|Bacteria,1PEQF@1224|Proteobacteria,2WA5C@28216|Betaproteobacteria,2KTHJ@206351|Neisseriales	2|Bacteria	J	Acetyltransferase (GNAT) domain	ykkB	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
	HCOCDN_01729	243365.CV_3672	2.45e-77	231.0	COG0335@1|root,COG0335@2|Bacteria,1RH3A@1224|Proteobacteria,2VR2S@28216|Betaproteobacteria,2KR2V@206351|Neisseriales	206351|Neisseriales	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
	HCOCDN_01730	243365.CV_3673	8.26e-155	436.0	COG0336@1|root,COG0336@2|Bacteria,1MUN1@1224|Proteobacteria,2VHPY@28216|Betaproteobacteria,2KPVV@206351|Neisseriales	206351|Neisseriales	J	Belongs to the RNA methyltransferase TrmD family	trmD	-	2.1.1.228	ko:K00554	-	-	R00597	RC00003,RC00334	ko00000,ko01000,ko03016	-	-	-	tRNA_m1G_MT
